student,finalScore_base,infit_base,localComparisons_base,modComparisons_base,moderated_base,finalScore_target,infit_target,localComparisons_target,modComparisons_target,moderated_target,ai_user,comparisons_base,comparisons_target
7e9210fd-e8dd-4b0d-babe-9b85a48aecec,407,1.416603783,18,0,FALSE,415,0.208691457,21,20,TRUE,TRUE,18,20
25f58d1b-c818-494c-bbc5-54de3fe55d40,397,1.197825153,16,0,FALSE,349,0.081101815,20,0,FALSE,TRUE,16,20
6ad8e1ac-cd44-4394-8975-77b0eedbd8b7,417,0.921099121,15,0,FALSE,455,1.408561423,25,0,FALSE,TRUE,15,25
29450c15-3b40-4c77-bb9d-b46fca6537c0,475,1.247041705,16,0,FALSE,424,1.14209518,23,0,FALSE,TRUE,16,23
0b6990d4-cf18-45ae-8504-c1e42ffe13d0,540,0.130350767,15,14,TRUE,496,0.879078135,25,0,FALSE,TRUE,14,25
04cd9c29-45b9-4e0f-a7bc-1dc63ca3fe53,528,0.544588341,16,0,FALSE,477,0.849737728,26,0,FALSE,TRUE,16,26
e0e6fa34-7b98-4930-a52f-cebfba929754,476,1.069879669,15,0,FALSE,421,0.921818711,23,0,FALSE,TRUE,15,23
72d43c26-2898-462b-984f-11695d0a521b,497,0.891177196,15,0,FALSE,508,0.983028065,27,30,TRUE,TRUE,15,30
43c70485-897b-4718-948f-d2f9482cb19c,412,0.602373418,15,16,TRUE,435,0.104251738,24,20,TRUE,TRUE,16,20
e49e7a4f-94d0-4b81-b7d5-666ea53b9802,549,0.270893812,15,0,FALSE,519,0.66364911,22,0,FALSE,TRUE,15,22
9cb7e919-4aa3-47f9-a4e7-c019fed02e9d,524,0.987863821,15,0,FALSE,475,0.895220019,24,0,FALSE,TRUE,15,24
50a7bf56-5dcb-42d8-a334-c1976e3a7a9b,509,1.206135509,16,0,FALSE,480,0.707735848,29,24,TRUE,TRUE,16,24
68ad493a-85d2-4785-a66a-83816ae93f4b,506,0.92956451,15,15,TRUE,465,0.803968566,23,25,TRUE,TRUE,15,25
62662557-e2cc-4f68-b45c-1fe462c8dd7c,500,0.774521661,11,0,FALSE,522,1.487936037,22,14,TRUE,FALSE,11,14
0174d4d0-fe3b-4164-b4f6-94df8cbca2bc,527,0.316558211,10,0,FALSE,484,1.28660523,18,0,FALSE,FALSE,10,18
9ea3be9f-6c39-4c03-98cc-2f2f943becab,489,0.817120419,10,0,FALSE,517,0.813939218,17,0,FALSE,FALSE,10,17
b2047813-15d3-47b5-94b2-8eb41752f9db,492,0.577059749,10,0,FALSE,483,0.795287551,17,15,TRUE,FALSE,10,15
f87d56dc-6676-4b79-aa39-625922f94710,423,0.380643697,9,14,TRUE,420,0.438316327,18,0,FALSE,FALSE,14,18
0edf74aa-80b1-4550-9be6-fc29e6d367ab,502,2.953944896,10,0,FALSE,519,0.783080969,16,0,FALSE,FALSE,10,16
c2ce15e0-9f8f-44f9-a2d8-2183db1c2ef2,407,0.241677423,10,0,FALSE,439,0.417425071,18,14,TRUE,FALSE,10,14
01c34dd5-9f17-4b82-8d5b-6a4f9e7adda5,422,0.729172273,9,0,FALSE,410,0.93113873,19,0,FALSE,FALSE,9,19
2e5f5141-5227-4b32-b14d-0314281c79d5,459,0.398336937,11,0,FALSE,547,0.449936411,19,0,FALSE,FALSE,11,19
c63f7c0c-2669-4e47-a482-8fd618ab9b7b,534,0.266442769,10,15,TRUE,533,0.809802656,16,0,FALSE,FALSE,15,16
256be4d9-b75d-472b-ab56-14911386dc97,380,0.143589023,10,0,FALSE,398,0.733195631,20,14,TRUE,FALSE,10,14
f73eb3c2-175e-423d-a1bd-4736bc530742,430,0.296862413,9,0,FALSE,357,0.223641704,19,0,FALSE,FALSE,9,19
31b6c17f-3508-49fd-ad17-823520ecdc52,433,0.052582212,10,0,FALSE,442,1.157216692,17,0,FALSE,FALSE,10,17
ae51b401-07b0-4c9c-8065-d04ca14fee47,457,0.395768895,11,14,TRUE,451,0.337029929,17,0,FALSE,FALSE,14,17
c42b25d8-c597-4017-8bae-7319d0520042,503,1.016729984,11,0,FALSE,421,1.440669512,18,0,FALSE,FALSE,11,18
e54dec5c-9342-4e81-813b-6dd5e6427e1d,424,0.636036951,11,0,FALSE,454,0.387892446,18,0,FALSE,FALSE,11,18
5eafbe98-4da3-47ed-aa23-8daf759dc6ed,501,1.151288471,11,0,FALSE,477,0.827045783,18,0,FALSE,FALSE,11,18
fd2600d7-d7ef-431b-b295-d95807777f61,480,1.046668245,10,14,TRUE,479,0.621289773,17,0,FALSE,FALSE,14,17
c1f88824-69b7-4942-ac3a-b827efeb7e47,559,0.647643038,11,15,TRUE,504,1.067262782,17,14,TRUE,FALSE,15,14
6824cee7-2c54-4bcc-82f0-ea91f6783252,481,0.369318428,9,0,FALSE,498,1.129500658,16,0,FALSE,FALSE,9,16
595bd042-884d-4ced-b9fe-e1f5167a641a,537,0.185222717,9,0,FALSE,547,1.159418197,18,0,FALSE,FALSE,9,18
181fdee6-3f28-487f-8ee2-352afacc7f17,462,1.039216978,10,0,FALSE,474,0.397873348,17,0,FALSE,FALSE,10,17
14f4237a-aabc-4615-a7c8-94d5195e73ac,390,0.116746137,9,15,TRUE,378,0.227008159,19,0,FALSE,FALSE,15,19
3fe2235d-9d6f-4989-a522-2f190e63de9e,453,0.732780187,9,0,FALSE,397,0.061325792,18,14,TRUE,FALSE,9,14
97c4c628-c3f3-40c5-a6bb-28336adeae9f,463,1.117463338,9,0,FALSE,486,0.590470334,18,0,FALSE,FALSE,9,18
830aeadd-5592-47fa-990a-91bbf543bf9c,515,0.88538035,10,15,TRUE,479,1.207529559,21,0,FALSE,FALSE,15,21
75a35171-7bed-461c-8183-8adf84c76b9d,480,2.179266857,10,0,FALSE,469,0.401941774,17,15,TRUE,FALSE,10,15
e44af641-db1b-4534-adaa-2244a5631f2e,451,0.4636203,10,0,FALSE,419,1.224858968,17,0,FALSE,FALSE,10,17
63bb2a57-fdf8-4138-8f0c-00c89b637638,511,0.81572405,11,0,FALSE,512,1.379022498,21,0,FALSE,FALSE,11,21
7be597b2-cf34-4272-8ab6-80d80a11fd15,402,0.099116315,10,16,TRUE,459,0.680641763,9,15,TRUE,FALSE,16,15
60eaf603-6e01-4db7-97af-85b2d418ad37,450,0.914991988,10,15,TRUE,533,0.080613898,10,0,FALSE,FALSE,15,10
87ca1c50-af1d-4278-b586-7bb58c62f283,424,0.827886277,11,29,TRUE,448,1.142141861,9,0,FALSE,FALSE,29,9
7ad8b9be-b240-48ab-86f7-01b280170d12,409,0.208817432,10,19,TRUE,450,0.34009736,10,15,TRUE,FALSE,19,15
7ae7aa4a-8a96-44b5-a3dd-1995c80b2cb3,463,0.565322766,10,15,TRUE,447,0.917474803,10,22,TRUE,FALSE,15,22
d7e6e316-1e7b-46aa-bdfc-50a4eccba444,486,0.466373022,10,15,TRUE,476,0.686866157,10,15,TRUE,FALSE,15,15
d5f4e3d1-cd8b-433a-8647-38214fb3b7bb,470,0.965553869,10,20,TRUE,469,1.069040763,10,0,FALSE,FALSE,20,10
42b94a6d-2d5a-43a0-8ba6-907616779e28,438,0.377701567,10,16,TRUE,500,0.562845056,10,21,TRUE,FALSE,16,21
234d3d7e-e847-4ea0-9961-1aa3e1060dff,424,0.458406013,10,24,TRUE,441,1.467900207,9,0,FALSE,FALSE,24,9
f1e772fa-cdfc-4912-989c-a142efc8a459,450,1.211897086,11,0,FALSE,480,1.214349501,10,23,TRUE,FALSE,11,23
6749b177-5e9b-4116-8d27-09adc32bd161,494,0.580098347,10,0,FALSE,472,0.393536443,10,17,TRUE,FALSE,10,17
0d94e61b-fa14-481f-a66b-f14193f97ff2,405,1.1969079,10,0,FALSE,416,0.248609922,11,15,TRUE,FALSE,10,15
87356baf-d9f5-4d7c-ba23-edf7c1cb43c6,397,1.058204789,9,0,FALSE,421,0.306718188,10,0,FALSE,FALSE,9,10
dbf3dc61-0e4a-424f-acd0-cf7092f98364,493,1.204686507,11,0,FALSE,479,1.227835598,11,23,TRUE,FALSE,11,23
999b1065-df13-4c54-a698-ad7af4b1bd05,419,0.484249295,9,15,TRUE,415,0.362887992,11,16,TRUE,FALSE,15,16
b9157ab8-4b4a-4386-8ac1-bda694e939be,481,0.574170506,18,17,TRUE,488,0.916134672,23,0,FALSE,TRUE,17,23
aae68f2c-c9f5-4a0d-a25d-16352934124a,464,1.199722149,16,0,FALSE,505,0.893967536,25,0,FALSE,TRUE,16,25
065bd4d7-603d-441c-8345-43442c92e3d3,411,0.154315254,16,21,TRUE,475,1.161496191,23,0,FALSE,TRUE,21,23
5699bd7d-38a0-4bd9-96d2-36862f09dea6,453,0.810288668,16,15,TRUE,458,0.790396952,24,0,FALSE,TRUE,15,24
772fa5a8-a40d-406b-a197-bea33b968fcb,481,0.918001521,16,0,FALSE,533,0.799445885,24,0,FALSE,TRUE,16,24
834fbd1e-0360-4666-a751-5a6fca20c43a,376,1.633915644,17,0,FALSE,473,1.029004529,27,0,FALSE,TRUE,17,27
d7ffa911-1efb-463c-b413-24d5341d9662,456,0.50815874,16,0,FALSE,500,1.157850804,29,28,TRUE,TRUE,16,28
77c300e4-075d-4552-a3de-afcf8733ee50,515,0.705414684,16,0,FALSE,547,1.161969595,23,0,FALSE,TRUE,16,23
a9222488-3600-4d87-8487-f6316d55e2b2,482,1.175860687,16,15,TRUE,529,0.916858071,24,0,FALSE,TRUE,15,24
c6388649-f108-4abb-b804-42c3a1230bd5,501,0.769033446,16,0,FALSE,535,1.087983443,23,0,FALSE,TRUE,16,23
ed3db8e1-0e97-4bef-a909-4e194c4fa6a8,526,0.57233672,16,0,FALSE,554,1.088733215,24,0,FALSE,TRUE,16,24
a740c82e-52cf-4910-b447-9019bbb23394,488,2.06531125,16,17,TRUE,501,1.095277141,28,0,FALSE,TRUE,17,28
b47a6afc-1b65-4cb3-b658-cfba6e8afff3,482,0.824340931,16,0,FALSE,462,0.872819327,23,0,FALSE,TRUE,16,23
5b310ef4-33bc-4d90-b396-1b5ad49fe8ec,512,0.504159728,16,0,FALSE,504,0.592272362,23,0,FALSE,TRUE,16,23
9918517c-9ad2-4f7c-8cd5-0733ebbeb8dc,489,0.779800773,17,0,FALSE,456,1.332387712,26,0,FALSE,TRUE,17,26
f47b1dd7-c4ff-4fc8-9e1e-a979722c36a2,467,0.709939132,16,18,TRUE,526,0.942581708,25,25,TRUE,TRUE,18,25
5e0981f3-548b-46ca-95c6-83294f559866,485,0.821730429,17,17,TRUE,547,1.120292419,23,23,TRUE,TRUE,17,23
7de5a638-39d9-4c19-ae67-793ebff3d3ab,539,2.991377432,16,0,FALSE,534,0.855960804,23,0,FALSE,TRUE,16,23
618573e8-e8d1-4663-aa44-58579c98c44f,443,0.663058972,18,0,FALSE,494,0.71736937,24,0,FALSE,TRUE,18,24
55b23e93-1124-4c1e-bca3-bd4fb1073586,588,0.086903639,15,15,TRUE,577,0.896293929,25,0,FALSE,TRUE,15,25
3f03326f-3c5c-4c58-bdf9-43d40b6a3ec5,523,0.974458979,17,0,FALSE,528,0.70707685,24,0,FALSE,TRUE,17,24
4e568cfb-1659-4e12-85f4-b3ad116ac3c2,491,0.581783262,15,0,FALSE,474,0.900162037,23,0,FALSE,TRUE,15,23
cc1f62b5-0e65-493f-b02c-ca46178b2a7f,461,0.288321101,15,0,FALSE,436,0.817390342,23,0,FALSE,TRUE,15,23
0835c880-3aa6-4d61-8708-f4e741b0dcc0,527,0.824413864,16,0,FALSE,557,0.816858407,24,0,FALSE,TRUE,16,24
2e13a553-7996-4f32-a13d-522612db0f1a,513,1.027461987,18,0,FALSE,492,1.072049794,29,0,FALSE,TRUE,18,29
d9674be4-ad68-44ec-b3d2-c27625e5b450,437,0.880586119,15,0,FALSE,489,0.905268299,27,25,TRUE,TRUE,15,25
3a4e8956-edd8-4089-b356-6851957c3d3d,531,0.798532823,18,0,FALSE,533,0.733631755,24,0,FALSE,TRUE,18,24
fc45e2a6-b443-4632-90bd-4b780130b27d,509,0.290042781,15,18,TRUE,567,0.212566001,23,0,FALSE,TRUE,18,23
076ffce4-7528-4332-80d1-c93e51814eb0,586,0.238850188,15,15,TRUE,544,0.753868881,24,0,FALSE,TRUE,15,24
07fecd1e-1973-4bb1-bf52-936adb69c53e,498,0.655691076,15,0,FALSE,495,1.097186624,29,31,TRUE,TRUE,15,31
bdf4ef7a-ee02-404c-b15b-8b66cfd0e8fd,457,1.039371815,15,0,FALSE,453,0.660235727,23,0,FALSE,TRUE,15,23
e945e72e-f179-4b34-80c2-0699a11a01e7,487,2.152234582,15,0,FALSE,444,1.352879949,24,0,FALSE,TRUE,15,24
0f9865ee-89c5-4d3b-8320-8a5ad4bbebda,512,0.731938517,15,0,FALSE,489,0.653812961,23,0,FALSE,TRUE,15,23
7dca4df8-c833-4a91-b843-04cfde5c36c2,520,0.531258818,15,0,FALSE,489,0.936627119,29,0,FALSE,TRUE,15,29
726bdd9a-48a1-416f-95b8-67ef48e4d0f4,501,0.862247926,15,0,FALSE,496,0.787373424,26,0,FALSE,TRUE,15,26
b7c49e10-721f-4e23-8308-436ae27829b7,494,0.978058682,16,15,TRUE,519,0.884000271,23,23,TRUE,TRUE,15,23
729d29a6-67d8-4019-8c97-5ff42d26e5ac,508,0.385620846,16,0,FALSE,474,1.125198044,27,0,FALSE,TRUE,16,27
bb8c1e46-3611-40d5-b4db-a148aa7a7a4c,567,0.159215948,16,15,TRUE,534,0.990484255,23,0,FALSE,TRUE,15,23
ec6d3d7c-c3d2-42a6-9594-f71195b9bff4,505,0.717570513,15,0,FALSE,433,0.74465276,23,0,FALSE,TRUE,15,23
22de40e1-a7d4-4e88-a887-5af627303f4b,485,1.182102479,15,0,FALSE,527,1.103983708,26,0,FALSE,TRUE,15,26
e5990989-70e7-485f-ad57-829400fa2341,504,1.244322802,15,0,FALSE,508,1.014436487,29,0,FALSE,TRUE,15,29
db9cb156-30a4-4c33-85bb-db0716ed5d4d,495,0.368615973,15,0,FALSE,526,0.857406516,27,0,FALSE,TRUE,15,27
4127e54a-5b2b-4773-8c4c-35603048b3cf,484,1.218394433,15,0,FALSE,502,0.769789561,23,0,FALSE,TRUE,15,23
547a0e3e-6b62-4001-8415-6b6c6f5bbe56,472,1.458253015,15,0,FALSE,498,0.614487994,24,0,FALSE,TRUE,15,24
b2185237-9989-4a08-bd44-27c198d218d0,431,0.421718007,15,0,FALSE,487,0.905696488,23,24,TRUE,TRUE,15,24
4d72535a-2e22-4973-91ee-7352256527a6,502,0.533175729,16,0,FALSE,540,0.616999383,23,0,FALSE,TRUE,16,23
d4ab2485-d7d9-456f-9a35-96e64af3b44c,450,0.399925111,15,15,TRUE,439,0.438509715,24,0,FALSE,TRUE,15,24
7ffab9db-abf1-4dca-8a43-5e1509cbacd3,435,0.62495442,15,17,TRUE,404,0.083396905,23,0,FALSE,TRUE,17,23
539c245e-49d2-4114-8c61-069af7df9074,452,0.472660304,15,0,FALSE,498,1.052647509,29,0,FALSE,TRUE,15,29
1a98f09c-6fbf-4f2c-8e72-75294a47a631,492,0.976282667,16,0,FALSE,524,1.039012768,27,26,TRUE,TRUE,16,26
14b2e6f9-ea1e-4b74-ad42-94c5db63485b,499,0.612648095,17,0,FALSE,500,0.799084589,23,27,TRUE,TRUE,17,27
a77d34ea-1c02-446b-a4ee-e18edca0389e,464,1.370954453,15,0,FALSE,464,1.118852609,26,0,FALSE,TRUE,15,26
09da1c6a-519c-407f-a7ce-c80a1919ab9b,490,2.422510281,15,0,FALSE,549,0.722486549,23,22,TRUE,TRUE,15,22
d90710cd-f3e4-46c2-84a7-50bdf1985a26,456,0.532489371,17,0,FALSE,469,1.041065421,25,0,FALSE,TRUE,17,25
0eb10ada-ef0c-4779-b7b1-ee760f0027a1,475,0.898612405,15,0,FALSE,503,0.785283661,26,0,FALSE,TRUE,15,26
9cb2d415-ffc3-401f-8cc7-9524493d757c,527,0.587777871,15,0,FALSE,511,0.657798627,23,0,FALSE,TRUE,15,23
1fd1fd0a-d8dd-4cdd-97d6-ecf44ac893af,489,1.312314952,15,0,FALSE,522,1.009469997,29,28,TRUE,TRUE,15,28
d5e9339f-f0ad-4a43-9e9d-1b24671fc286,433,0.400184543,15,0,FALSE,476,0.616875186,23,22,TRUE,TRUE,15,22
70feda92-a22a-4462-acb1-082f8f49a027,513,0.830732264,16,0,FALSE,508,0.956242827,25,0,FALSE,TRUE,16,25
34e550f2-41ce-4aa7-b4db-99bc1ceb3e51,468,0.446894671,16,0,FALSE,468,0.619641514,25,21,TRUE,TRUE,16,21
a55568e4-229a-409e-98f9-c68539ba7299,479,0.398909648,15,0,FALSE,474,1.09850045,24,0,FALSE,TRUE,15,24
a0ce217a-b348-48b8-acee-c6a7a33bb5bf,473,1.200676678,15,0,FALSE,499,0.960816752,26,0,FALSE,TRUE,15,26
b82198c8-6884-478d-8b1d-5ffbda06f47b,467,0.491064552,15,15,TRUE,473,0.929059703,23,0,FALSE,TRUE,15,23
59bafae1-a954-47f8-b912-e22e85413cbf,439,0.594923121,15,0,FALSE,453,0.936716729,23,0,FALSE,TRUE,15,23
10087ccf-d5b8-48c2-b834-bd550d84dec9,372,0.154460121,15,0,FALSE,479,1.409389819,30,0,FALSE,TRUE,15,30
6b9ee5eb-1615-4274-989f-ae7b3d65076e,428,0.686909632,15,18,TRUE,485,0.859014858,26,0,FALSE,TRUE,18,26
92370cf7-027f-4ca7-9b4d-95ab14b4e7e0,476,0.746527838,15,0,FALSE,506,0.87025557,23,0,FALSE,TRUE,15,23
8cd480ab-d5bd-4770-a58a-a7489c9b6b9e,481,0.980549707,15,0,FALSE,530,0.808123906,23,0,FALSE,TRUE,15,23
6c6f8083-7d0c-4eb1-a9de-b7bf2a86a381,463,0.761514978,16,0,FALSE,496,1.109594326,24,27,TRUE,TRUE,16,27
08847970-455d-4ee8-b502-4605ee720bf1,487,0.475032712,15,16,TRUE,500,1.179427171,33,0,FALSE,TRUE,16,33
ff20ab37-d9a0-4c90-ba34-f48ee8d4cb91,454,1.162134534,16,0,FALSE,518,1.233787535,24,0,FALSE,TRUE,16,24
8130c2d5-4162-4343-8bb0-6ae56dabe896,467,1.589272679,15,0,FALSE,486,0.98616623,27,0,FALSE,TRUE,15,27
87541076-1dbe-460a-b4f7-6b73560def7c,452,0.983826625,17,0,FALSE,432,0.88055759,24,0,FALSE,TRUE,17,24
c7b08ba8-cfe7-4be9-8daf-ec603e37f271,429,1.108692188,16,0,FALSE,531,1.008488592,28,26,TRUE,TRUE,16,26
2190c28a-9f7b-4c99-9796-de93ca65969c,455,0.967482789,15,0,FALSE,532,0.687218734,23,0,FALSE,TRUE,15,23
0f3c1f86-85fe-4e61-8be5-49a1c7fbd5da,484,1.098074963,17,0,FALSE,500,0.579370539,23,0,FALSE,TRUE,17,23
a8ed4f64-20dd-4387-99ba-678657b24980,436,0.724280523,16,17,TRUE,505,0.710312752,23,0,FALSE,TRUE,17,23
d968e62e-b2ea-46a1-a691-5af9c099ddab,491,1.070055619,17,0,FALSE,542,1.105134278,27,0,FALSE,TRUE,17,27
369ea504-a4b9-4d8e-ac86-2a532c0daea4,498,1.009244754,19,0,FALSE,531,1.073500359,27,0,FALSE,TRUE,19,27
9c03af6c-17ef-4a29-abea-1fdded75dcee,494,0.561859788,15,0,FALSE,544,0.96480197,27,0,FALSE,TRUE,15,27
df7a09a3-b1f9-4307-a2ae-c965e8b74a3b,414,3.026314279,15,0,FALSE,477,0.839669989,23,0,FALSE,TRUE,15,23
200edc78-3a6e-44b5-882f-fb6ee058d56c,371,0.105042577,15,16,TRUE,505,0.720790758,23,0,FALSE,TRUE,16,23
f674f6a5-c909-4349-8370-52c81cf6565e,468,0.484350801,15,0,FALSE,531,0.891251384,25,0,FALSE,TRUE,15,25
e1b2a0f5-2b28-4c68-893e-c3972efd1164,433,0.905612316,16,0,FALSE,505,1.031059324,26,0,FALSE,TRUE,16,26
6ab91979-3e30-4222-b96f-598bd4043908,475,0.890883444,15,0,FALSE,491,0.949238243,30,0,FALSE,TRUE,15,30
0fb0afc0-307e-4f80-9e01-05c19409b4ec,498,1.02633524,16,0,FALSE,516,0.982153612,27,0,FALSE,TRUE,16,27
c5984a8d-62a7-4a17-951e-2c31c7c1f289,492,1.032373045,15,20,TRUE,500,0.573377744,24,0,FALSE,TRUE,20,24
e19d04f8-1065-4e01-aa5e-e0ff387767f6,510,0.991265077,15,0,FALSE,554,1.077656902,23,0,FALSE,TRUE,15,23
081f0e1d-d0a0-4e2b-ab8a-4732d55e7972,421,0.896738441,15,0,FALSE,510,0.922142927,27,0,FALSE,TRUE,15,27
e67773ae-0a47-41dc-8a1e-559eaf113378,482,1.286820714,15,0,FALSE,518,0.871592828,25,26,TRUE,TRUE,15,26
f62d8e7d-ea54-4e38-b9bb-c6a7a82d42fb,467,0.788594668,15,15,TRUE,515,0.871644845,26,0,FALSE,TRUE,15,26
ba86ba32-35e2-4af4-91b1-405aa82943ed,409,0.16819681,16,0,FALSE,451,0.74943599,23,0,FALSE,TRUE,16,23
1d5baf97-8703-48b0-881e-8d1efdd2099f,489,1.351552167,18,0,FALSE,525,0.790586604,23,0,FALSE,TRUE,18,23
98d28fc8-4b2b-4dca-92e8-9f93bbd82259,503,1.027443981,15,0,FALSE,526,1.013013928,24,27,TRUE,TRUE,15,27
4c7dc892-34e6-43e5-9fc1-a3d234a84ae4,391,0.269131774,16,0,FALSE,495,0.864651927,24,28,TRUE,TRUE,16,28
6ea25c10-25c9-4c0d-a791-29032b967d91,457,1.007723257,15,0,FALSE,513,0.67683307,23,0,FALSE,TRUE,15,23
fed7cfdc-6c3a-48ce-b702-ad4271b35ec2,455,1.197386444,15,0,FALSE,488,0.964178441,27,27,TRUE,TRUE,15,27
860d63d5-2d9d-4d8e-adf9-3b90142188c5,420,1.032725894,16,0,FALSE,464,0.7998413,26,0,FALSE,TRUE,16,26
48d21ba7-25d4-45a8-afb6-238e3d072c87,505,1.6914282,15,0,FALSE,506,0.806665948,24,0,FALSE,TRUE,15,24
45f738d0-2ab6-4508-a8ee-ae13301bd63b,503,0.385159758,15,0,FALSE,498,0.66061122,27,23,TRUE,TRUE,15,23
72dc4ff4-34e2-42d6-8caa-f542b469e88d,444,0.230367611,15,0,FALSE,470,0.959294682,25,0,FALSE,TRUE,15,25
b61dc825-6e61-461f-9b3c-1909db7df581,503,1.027260487,15,0,FALSE,541,0.783231257,24,0,FALSE,TRUE,15,24
215b1da0-02b8-4780-a205-05c56d2d7c5e,543,0.416183882,16,15,TRUE,480,0.657884253,23,0,FALSE,TRUE,15,23
ffd55bdf-34dc-47fb-b563-5639b496fe36,446,0.752265841,15,0,FALSE,488,0.848303809,25,25,TRUE,TRUE,15,25
4532d9fd-aa6e-4845-9ad9-baba094f2c08,531,0.873946935,16,0,FALSE,562,0.49777149,23,21,TRUE,TRUE,16,21
e43c8d82-a3c9-4312-9942-b1175da39176,463,0.521963683,16,0,FALSE,484,0.979672593,28,0,FALSE,TRUE,16,28
c9bd8cfb-7805-460b-abec-cfa0a2cb395d,534,1.197684096,15,0,FALSE,532,0.913783965,25,0,FALSE,TRUE,15,25
99b3524c-6b77-4be7-b787-495d44b8e881,472,0.658628488,15,16,TRUE,462,1.119501428,23,0,FALSE,TRUE,16,23
bbe10f69-b712-4d61-96eb-99498a829b3c,541,0.579041093,15,0,FALSE,558,0.923082653,25,0,FALSE,TRUE,15,25
52d5983b-a91d-45e4-90a7-eb140549d1c2,515,1.313720854,17,0,FALSE,537,1.027597552,26,0,FALSE,TRUE,17,26
d3d56dfb-316d-4945-a743-f84ab0b714df,503,1.003342277,16,0,FALSE,515,0.822489751,27,24,TRUE,TRUE,16,24
8f4d4ca8-f8ff-468a-8fec-3d94eedee573,505,0.69317485,15,0,FALSE,497,1.327657874,31,0,FALSE,TRUE,15,31
b8b5d85c-c0da-4f08-9e77-9e371a18128d,458,1.424119168,15,0,FALSE,492,1.137987207,28,0,FALSE,TRUE,15,28
b7cec6ae-1aad-4bc0-bfb6-e18024db3970,452,0.784644759,15,24,TRUE,492,0.938288977,25,25,TRUE,TRUE,24,25
00139b22-e601-4ae9-adc0-95e70e616c6e,457,1.507524056,15,0,FALSE,495,0.981073881,28,26,TRUE,TRUE,15,26
bd6348c8-3b91-42e3-acca-3fdda89385af,518,1.073062957,16,0,FALSE,525,0.676425337,23,0,FALSE,TRUE,16,23
26f93fc1-dccd-47d2-b6fc-fd4179591bb4,505,1.036847135,17,0,FALSE,520,1.197148913,29,0,FALSE,TRUE,17,29
7d62e4e9-a0b7-4606-8d36-b37e0deb0697,483,1.712110986,15,15,TRUE,518,0.894821864,26,0,FALSE,TRUE,15,26
ae441116-1a44-4de3-9770-93c579fe6c9e,483,0.928128937,15,14,TRUE,538,0.796009414,24,0,FALSE,TRUE,14,24
6f68669a-c9ad-4679-8887-d1bb732b9308,487,0.357570269,16,14,TRUE,494,0.85264586,28,26,TRUE,TRUE,14,26
855c3470-9ba8-4458-91d1-1c8269d33a97,487,0.910360145,16,0,FALSE,486,0.789490665,26,0,FALSE,TRUE,16,26
28b52cb3-7db8-45f1-b043-d72328dc97ab,531,0.31204291,15,0,FALSE,529,1.53226673,25,0,FALSE,TRUE,15,25
a989cc57-8e03-4061-ad96-04f099bbd163,430,0.491534679,15,0,FALSE,484,1.000689797,27,0,FALSE,TRUE,15,27
7b11b91f-98be-4f89-bc76-bb161912923d,490,0.913037509,15,0,FALSE,492,1.006503177,23,0,FALSE,TRUE,15,23
2737b391-41c6-4d5b-a9fa-b05881918bc5,511,1.380141608,17,0,FALSE,532,0.791492807,23,0,FALSE,TRUE,17,23
eb0dd842-448f-488d-a6cc-fdabf5e3a58f,479,0.417824689,15,0,FALSE,496,0.805360694,24,0,FALSE,TRUE,15,24
15fc3b32-0553-40c4-a36f-d106c9edf689,550,0.378107843,16,0,FALSE,574,0.966354015,23,0,FALSE,TRUE,16,23
e26e321e-4785-49fd-816a-4dae58127068,522,0.776269064,15,0,FALSE,554,1.22644864,26,0,FALSE,TRUE,15,26
e548c220-9282-470f-a1fc-a17b66417a57,490,0.952392381,15,0,FALSE,507,0.897484143,24,26,TRUE,TRUE,15,26
e06c2cb9-cd13-4d24-b702-51e7f373f6e0,430,0.539875142,15,15,TRUE,487,1.303676077,23,0,FALSE,TRUE,15,23
b6286997-150e-4a44-ad4e-b37960631e1d,543,0.30272376,17,0,FALSE,561,0.913039887,23,0,FALSE,TRUE,17,23
71f6d107-70ef-4995-8710-57882c7e744a,500,0.51709026,16,0,FALSE,564,0.224507339,23,0,FALSE,TRUE,16,23
ed00db07-7850-418d-a303-b04ecf76a1b7,487,1.906401586,15,0,FALSE,505,1.143505597,31,0,FALSE,TRUE,15,31
db6a1772-86d2-44de-a069-36e571ed944b,461,1.06125182,15,0,FALSE,482,0.994194574,26,27,TRUE,TRUE,15,27
ab8828be-5bd1-44e6-8806-07df13d9c6e0,438,0.783162164,15,0,FALSE,520,1.220559853,23,0,FALSE,TRUE,15,23
80a3901f-9a7c-4ec0-95a4-f473080067a1,460,1.277789465,15,15,TRUE,505,0.745980255,23,0,FALSE,TRUE,15,23
cbc0cb74-0b7b-4199-a6b0-0ef2f129d0ae,505,1.144947073,17,14,TRUE,545,0.93803285,25,0,FALSE,TRUE,14,25
1577daa5-c468-4311-a035-26cd4615513e,447,1.195000773,15,0,FALSE,470,0.972311398,23,0,FALSE,TRUE,15,23
e30c16c8-748f-4a86-a4b9-98c9c4647f61,534,0.193786236,15,22,TRUE,515,0.949431847,23,0,FALSE,TRUE,22,23
d93bd925-38d6-4cac-bcc5-9029896f756a,496,1.343004534,16,0,FALSE,541,1.120440373,23,0,FALSE,TRUE,16,23
8e1e9eab-2158-46de-80fa-e091c25346b6,483,0.85289348,14,0,FALSE,504,0.71379195,23,0,FALSE,TRUE,14,23
